doc_id,Question,Answer,Score
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,ده بيشمل استخدام آلات أكثر كفاءة بتوفر في استهلاك الطاقة والمياه,0.9109741449356079
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,الناس بتحاول تستخدم الورق بطريقة أكثر وعي,0.9085873365402222
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,الطلب المتزايد على الورق بيحتاج لموارد كتير,0.9040337204933167
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,صناعة الورق بتستهلك كميات كبيرة من الأشجار,0.9033036828041077
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,خصوصاً مع ورق البردي اللي كان بيستخدم قديماً,0.9024683237075806
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,كتير من الورق بيتصنع من الخشب,0.8960275650024414
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,فيه محاولات لتطوير صناعة الورق بتكنولوجيا أحدث وأكثر كفاءة,0.8942156434059143
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,الشركات والمؤسسات البحثية بتحاول تطور أنواع جديدة من الورق بخصائص مميزة,0.8893357515335083
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,فنانين كتير بيستخدموا الورق في أعمالهم لإظهار أفكارهم ومشاعرهم,0.8879933953285217
1,التصنيع ده بيستخدم ايه بشكل كتير اوي؟,لكن في تطورات كبيرة بتحصل في صناعة الورق عشان تقلل من التأثير البيئي,0.8870387077331543
1, ايه المجال اللي بتخش فيه الصناعة؟,فيه اهتمام بتطوير صناعة الورق المحلية,0.9026576280593872
1, ايه المجال اللي بتخش فيه الصناعة؟,الناس بتحاول تستخدم الورق بطريقة أكثر وعي,0.8944737315177917
1, ايه المجال اللي بتخش فيه الصناعة؟,خصوصاً مع الاهتمام بالحفاظ على البيئة,0.8927860260009766
1, ايه المجال اللي بتخش فيه الصناعة؟,بقى فيه توجه نحو الاستدامة,0.8865888118743896
1, ايه المجال اللي بتخش فيه الصناعة؟,الناس بتهتم بجودة الورق وتصميمه,0.8862097263336182
1, ايه المجال اللي بتخش فيه الصناعة؟,بقى فيه اهتمام بالابتكار في التصميمات والمواد المستخدمة,0.8848859667778015
1, ايه المجال اللي بتخش فيه الصناعة؟,وده بيساعد في تقليل التكاليف وحماية البيئة,0.8834842443466187
1, ايه المجال اللي بتخش فيه الصناعة؟,فيه مشكلة في توفير المواد الخام,0.8832825422286987
1, ايه المجال اللي بتخش فيه الصناعة؟,صناعة الورق بتشهد تطورات مهمة في استخدام تكنولوجيا جديدة,0.8818559646606445
1, ايه المجال اللي بتخش فيه الصناعة؟,الشركات الكبيرة بتحاول تطوير منتجاتها وتقديم أسعار منافسة,0.8799232244491577
1, ليه بيحاولوا يطورو التصينع ده؟,بيكون فيه دور للبحث والتطوير,0.8847556710243225
1, ليه بيحاولوا يطورو التصينع ده؟,وده بيخلق تحدي للشركات الصغيرة والمتوسطة,0.8761659860610962
1, ليه بيحاولوا يطورو التصينع ده؟,يعني الشركات بتحاول تطور أنواع ورق مختلفة لاستخدامات متنوعة,0.8658449053764343
1, ليه بيحاولوا يطورو التصينع ده؟,وده بيأثر على الطلب على الورق التقليدي,0.864333987236023
1, ليه بيحاولوا يطورو التصينع ده؟,وده بيفتح آفاق جديدة لصناعة الورق بطريقة مستدامة,0.8628014326095581
1, ليه بيحاولوا يطورو التصينع ده؟,الناس بقت تميل لاستخدام الأجهزة الرقمية بدل الورق,0.8605983257293701
1, ليه بيحاولوا يطورو التصينع ده؟,وده بيسبب مشاكل بيئية زي قطع الأشجار وتلوث المياه,0.8499990701675415
1, ليه بيحاولوا يطورو التصينع ده؟,لكن في تطورات كبيرة بتحصل في صناعة الورق عشان تقلل من التأثير البيئي,0.8477368354797363
1, ليه بيحاولوا يطورو التصينع ده؟,فيه محاولات لزيادة الوعي بأهمية إعادة تدوير الورق,0.8452435731887817
1, ليه بيحاولوا يطورو التصينع ده؟,ده بيشمل استخدام آلات أكثر كفاءة بتوفر في استهلاك الطاقة والمياه,0.845183253288269
1, ايه المشاكل اللي بتقف قدام الصناعة دية؟,ده بيشمل استخدام آلات أكثر كفاءة بتوفر في استهلاك الطاقة والمياه,0.8977447748184204
1, ايه المشاكل اللي بتقف قدام الصناعة دية؟,فيه اهتمام بتطوير صناعة الورق المحلية,0.8960745334625244
1, ايه المشاكل اللي بتقف قدام الصناعة دية؟,وده بيأثر على الطلب على الورق التقليدي,0.8955156803131104
1, ايه المشاكل اللي بتقف قدام الصناعة دية؟,الناس بقت تميل لاستخدام الأجهزة الرقمية بدل الورق,0.8950510621070862
1, ايه المشاكل اللي بتقف قدام الصناعة دية؟,الناس بتحاول تستخدم الورق بطريقة أكثر وعي,0.8942488431930542
1, ايه المشاكل اللي بتقف قدام الصناعة دية؟,وده بيسبب مشاكل بيئية زي قطع الأشجار وتلوث المياه,0.8931624889373779
